name,pubCode,description,startDate,endDate
bet.identificationReferences,"Linzey D. W. 1998. The Mammals of Virginia. The McDonald and Woodward Publishing Company, Blacksburg, VA.","Linzey D. W. 1998. The Mammals of Virginia. The McDonald and Woodward Publishing Company, Blacksburg, VA.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Long, C. A. 2008. The wild mammals of Wisconsin. Pensoft, Sofia.","Long, C. A. 2008. The wild mammals of Wisconsin. Pensoft, Sofia.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"MacDonald, S. O. 2003. The Small Mammals of Alaska: A Field Handbook of the Shrews and Small Rodents [Draft]. https://www.north-slope.org/wp-content/uploads/2022/04/MacDonald_2003_Small_Mammals_of_Alaska.pdf","MacDonald, S. O. 2003. The Small Mammals of Alaska: A Field Handbook of the Shrews and Small Rodents [Draft]. https://www.north-slope.org/wp-content/uploads/2022/04/MacDonald_2003_Small_Mammals_of_Alaska.pdf",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Maddison, D. R. 1993. Systematics of the Holarctic beetle subgenus Bracteon and related Bembidion (Coleoptera: Carabidae). Bulletin of the Museum of Comparative Zoology at Harvard College 153:143-299.","Maddison, D. R. 1993. Systematics of the Holarctic beetle subgenus Bracteon and related Bembidion (Coleoptera: Carabidae). Bulletin of the Museum of Comparative Zoology at Harvard College 153:143-299.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Maddison, D. R. 2008. Systematics of the North American beetle subgenus Pseudoperyphus (Coleoptera: Carabidae: Bembidion) based upon morphological, chromosomal, and molecular data. Annals of Carnegie Museum 77:147-194.","Maddison, D. R. 2008. Systematics of the North American beetle subgenus Pseudoperyphus (Coleoptera: Carabidae: Bembidion) based upon morphological, chromosomal, and molecular data. Annals of Carnegie Museum 77:147-194.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Maddison, D. R. 2020. Shards, sequences, and shorelines: two new species of Bembidion from North America (Coleoptera, Carabidae). ZooKeys 1007: 85-128.","Maddison, D. R. 2020. Shards, sequences, and shorelines: two new species of Bembidion from North America (Coleoptera, Carabidae). ZooKeys 1007: 85-128.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Maddison, D. R., and J. S. Sproul. 2020. Species delimitation, classical taxonomy and genome skimming: a review of the ground beetle genus Lionepha (Coleoptera:Carabidae). Zoological Journal of the Linnean Society 189(4):1313-1358.","Maddison, D. R., and J. S. Sproul. 2020. Species delimitation, classical taxonomy and genome skimming: a review of the ground beetle genus Lionepha (Coleoptera:Carabidae). Zoological Journal of the Linnean Society 189(4):1313-1358.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Madge, R. B. 1967. A revision of the genus Lebia Latreille in America North of Mexico (Coleoptera, Carabidae). Quaestiones Entomologicae 3:139-242.","Madge, R. B. 1967. A revision of the genus Lebia Latreille in America North of Mexico (Coleoptera, Carabidae). Quaestiones Entomologicae 3:139-242.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Martof B.S., Palmer W.M., Bailey J.R., and Harrison III J.R. 1980. Amphibians and Reptiles of the Carolinas and Virginia. Greensboro (NC): The University of North Carolina Press","Martof B.S., Palmer W.M., Bailey J.R., and Harrison III J.R. 1980. Amphibians and Reptiles of the Carolinas and Virginia. Greensboro (NC): The University of North Carolina Press",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Mateu, J.  1981.  Revision de los Zuphium Latreille del continente Americano (Coleoptera: Carabidae). 1a. Nota.  Folia Entomologica Mexicana 47:111-128.","Mateu, J.  1981.  Revision de los Zuphium Latreille del continente Americano (Coleoptera: Carabidae). 1a. Nota.  Folia Entomologica Mexicana 47:111-128.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Mateu, J. 1995.  Neuvas especies de Pentagonicini y de Lebiinae de los Estados Unidos de America (Coleoptera, Carabidae).  Miscellania Zoologica 17 [1993-1994]: 141-148.","Mateu, J. 1995.  Neuvas especies de Pentagonicini y de Lebiinae de los Estados Unidos de America (Coleoptera, Carabidae).  Miscellania Zoologica 17 [1993-1994]: 141-148.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"McKeown, Sean. 1996. A Field Guide to the Reptiles and Amphibians in the Hawaiian Islands. Diamond Head Publishing, inc. Los Osos, CA.","McKeown, Sean. 1996. A Field Guide to the Reptiles and Amphibians in the Hawaiian Islands. Diamond Head Publishing, inc. Los Osos, CA.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Messer, P. 2011. Pseudaptinus (Thalpius) nobilis Liebke, new to the United States, and a key to the species of subgenus Thalpius LeConte in North America, including Mexico (Coleoptera, Carabidae, Zuphiini). ZooKeys 147:419-424.","Messer, P. 2011. Pseudaptinus (Thalpius) nobilis Liebke, new to the United States, and a key to the species of subgenus Thalpius LeConte in North America, including Mexico (Coleoptera, Carabidae, Zuphiini). ZooKeys 147:419-424.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Messer, P. W., and B. T. Raber. 2021. A review of Nearctic Selenophorus Dejean (Coleoptera: Carabidae: Harpalini) north of Mexico with new species, range extensions, and a key. The Coleopterists Bulletin 75(1):9-55.","Messer, P. W., and B. T. Raber. 2021. A review of Nearctic Selenophorus Dejean (Coleoptera: Carabidae: Harpalini) north of Mexico with new species, range extensions, and a key. The Coleopterists Bulletin 75(1):9-55.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Messer, P. W., and B. T. Raber. 2025. A Taxonomic Revision of the New World Genus Discoderus LeConte, 1853 (Coleoptera: Carabidae: Harpalini). The Coleopterists Bulletin 79(3):441-488.","Messer, P. W., and B. T. Raber. 2025. A Taxonomic Revision of the New World Genus Discoderus LeConte, 1853 (Coleoptera: Carabidae: Harpalini). The Coleopterists Bulletin 79(3):441-488.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Mitchell, J. and Gibbons, W. 2010. Salamanders of the Southeast. Athens (GA): The University of Georgia Press","Mitchell, J. and Gibbons, W. 2010. Salamanders of the Southeast. Athens (GA): The University of Georgia Press",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Mount, R. H. 1975. The Reptiles and Amphibians of Alabama. Alabama Agricultural Experiment Station, Auburn University, Auburn, AL.","Mount, R. H. 1975. The Reptiles and Amphibians of Alabama. Alabama Agricultural Experiment Station, Auburn University, Auburn, AL.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Naviaux, R. 2007. Tetracha (Coleoptera, Cicindelidae, Megacephalina): revision du genre et descriptions de nouveaux taxons.  Memoires de la SEF, no 7. Societe Entomologique de France, Paris.","Naviaux, R. 2007. Tetracha (Coleoptera, Cicindelidae, Megacephalina): revision du genre et descriptions de nouveaux taxons.  Memoires de la SEF, no 7. Societe Entomologique de France, Paris.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,NEON.DOC.001907,NEON.DOC.001907,2012-01-01T00:00:00Z,NA
bet.identificationReferences,NEON.DOC.001908vA,NEON.DOC.001908vA,2012-01-01T00:00:00Z,NA
bet.identificationReferences,NEON.DOC.001909,NEON.DOC.001909,2012-01-01T00:00:00Z,NA
bet.identificationReferences,D07 - NEON.DOC.001910,NEON.DOC.001910,2012-01-01T00:00:00Z,NA
bet.identificationReferences,NEON.DOC.001911,NEON.DOC.001911,2012-01-01T00:00:00Z,NA
bet.identificationReferences,NEON.DOC.001912,NEON.DOC.001912,2012-01-01T00:00:00Z,NA
bet.identificationReferences,D10 - NEON.DOC.001913,NEON.DOC.001913,2012-01-01T00:00:00Z,NA
bet.identificationReferences,NEON.DOC.001914,NEON.DOC.001914,2012-01-01T00:00:00Z,NA
bet.identificationReferences,NEON.DOC.002167,NEON.DOC.002167,2012-01-01T00:00:00Z,NA
bet.identificationReferences,NEON.DOC.003135,NEON.DOC.003135,2012-01-01T00:00:00Z,NA
bet.identificationReferences,NEON.DOC.003136,NEON.DOC.003136,2012-01-01T00:00:00Z,NA
bet.identificationReferences,NEON.DOC.003137,NEON.DOC.003137,2012-01-01T00:00:00Z,NA
bet.identificationReferences,D12 - NEON.DOC.003138,NEON.DOC.003138,2012-01-01T00:00:00Z,NA
bet.identificationReferences,D13 - NEON.DOC.003139,NEON.DOC.003139,2012-01-01T00:00:00Z,NA
bet.identificationReferences,D14 - NEON.DOC.003140,NEON.DOC.003140,2012-01-01T00:00:00Z,NA
bet.identificationReferences,D17 - NEON.DOC.003141,NEON.DOC.003141,2012-01-01T00:00:00Z,NA
bet.identificationReferences,D18_19 - NEON.DOC.003142,NEON.DOC.003142,2012-01-01T00:00:00Z,NA
bet.identificationReferences,D16 - NEON.DOC.003143,NEON.DOC.003143,2012-01-01T00:00:00Z,NA
bet.identificationReferences,New Mexico Herpetological Society of the University of New Mexico. http://www.nmherpsociety.org/index.html,New Mexico Herpetological Society of the University of New Mexico. http://www.nmherpsociety.org/index.html,2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Nichols, S. W. 1986. Two new flightless species of Scarites s. str. inhabiting Florida and the West Indies (Coleoptera: Carabidae: Scaritini). Proceedings of the Entomological Society of Washington 88:257-264.","Nichols, S. W. 1986. Two new flightless species of Scarites s. str. inhabiting Florida and the West Indies (Coleoptera: Carabidae: Scaritini). Proceedings of the Entomological Society of Washington 88:257-264.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Nichols, S. W. 1988a. Systematics and biogeography of West Indian Scaritinae (Coleoptera: Carabidae).  Ph. D. Thesis, Cornell University. 393 pages.","Nichols, S. W. 1988a. Systematics and biogeography of West Indian Scaritinae (Coleoptera: Carabidae).  Ph. D. Thesis, Cornell University. 393 pages.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Nichols, S. W. 1988b. Kaleidoscopic biogeography of West Indian Scaritinae (Coleoptera: Carabidae). Pages 71-120 In: Liebherr, J. K. (Ed.) Zoogeography of Caribbean Insects.  Cornell University Press, Ithaca. 285 pages.","Nichols, S. W. 1988b. Kaleidoscopic biogeography of West Indian Scaritinae (Coleoptera: Carabidae). Pages 71-120 In: Liebherr, J. K. (Ed.) Zoogeography of Caribbean Insects.  Cornell University Press, Ithaca. 285 pages.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Nicolay, A. S., and H. B. Weiss. 1934. Notes on Carabidae, including a Synopsis of the Genera Cylindrocharis, Euferonia, Melanius (Omaseus) and Dysidius of the Tribe Pterostichini. Journal of The New York Entomological Society 42:193-213.","Nicolay, A. S., and H. B. Weiss. 1934. Notes on Carabidae, including a Synopsis of the Genera Cylindrocharis, Euferonia, Melanius (Omaseus) and Dysidius of the Tribe Pterostichini. Journal of The New York Entomological Society 42:193-213.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Niemiller, M. L., and R. G. Reynolds. 2011. The Amphibians of Tennessee. University of Tennessee Press, Knoxville, TN.","Niemiller, M. L., and R. G. Reynolds. 2011. The Amphibians of Tennessee. University of Tennessee Press, Knoxville, TN.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Noonan, G. R. 1968. A revision of the genus Dicheirus Mannerhiem 1843. Opuscula Entomologica 33:281-304.","Noonan, G. R. 1968. A revision of the genus Dicheirus Mannerhiem 1843. Opuscula Entomologica 33:281-304.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Noonan, G. R. 1973. The Anisodactylines (Insecta: Coleoptera: Carabidae: Harpalini): classification, evolution and zoogeography. Quaestiones Entomologicae 9:266-480.","Noonan, G. R. 1973. The Anisodactylines (Insecta: Coleoptera: Carabidae: Harpalini): classification, evolution and zoogeography. Quaestiones Entomologicae 9:266-480.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Noonan, G. R. 1990. Biogeographical Patterns of North American Harpalus Latreille (Insecta: Coleoptera: Carabidae). Journal of Biogeography 17:583-614.","Noonan, G. R. 1990. Biogeographical Patterns of North American Harpalus Latreille (Insecta: Coleoptera: Carabidae). Journal of Biogeography 17:583-614.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Noonan, G. R. 1991. Classification, Cladistics, and Natural History of Native North American Harpalus Latreille (Insecta: Coleoptera: Carabidae: Harpalini), excluding subgenera Glanodes and Pseudophonus.","Noonan, G. R. 1991. Classification, Cladistics, and Natural History of Native North American Harpalus Latreille (Insecta: Coleoptera: Carabidae: Harpalini), excluding subgenera Glanodes and Pseudophonus.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Noonan, G. R. 1996. Classification, cladistics and natural history of species of the subgenus Anisodactylus Dejean (Insecta: Coleoptera: Carabidae: Harpalini: Anysoldactylus).","Noonan, G. R. 1996. Classification, cladistics and natural history of species of the subgenus Anisodactylus Dejean (Insecta: Coleoptera: Carabidae: Harpalini: Anysoldactylus).",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Noonan, G. R. 2001. Systematics and Cladistics of the North American Subgenus Anadaptus Casey (Genus Anisodactylus Dejean) and a Geographic Information System Analysis of the Biogeography of Included Species. Annals Ent Soc America 94:301-332.","Noonan, G. R. 2001. Systematics and Cladistics of the North American Subgenus Anadaptus Casey (Genus Anisodactylus Dejean) and a Geographic Information System Analysis of the Biogeography of Included Species. Annals Ent Soc America 94:301-332.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Notman, H. 1925. A review of the beetle family Pseudomorphidae, and a suggestion for a rearrangement of the Adephaga, with descriptions of a new genus and new species. Proceedings of the United States National Museum 67 (2586): 1-34.","Notman, H. 1925. A review of the beetle family Pseudomorphidae, and a suggestion for a rearrangement of the Adephaga, with descriptions of a new genus and new species. Proceedings of the United States National Museum 67 (2586): 1-34.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,Other,Other,2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Pearson, D., C. B. Knisley, and C. J. Kazilek. 2006. A Field Guide to the Tiger Beetles of the United States and Canada: Identification, Natural History, and Distribution of the Cicindelidae. Oxford University Press, New York.","Pearson, D., C. B. Knisley, and C. J. Kazilek. 2006. A Field Guide to the Tiger Beetles of the United States and Canada: Identification, Natural History, and Distribution of the Cicindelidae. Oxford University Press, New York.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Perrault, G. G. 1973. A taxonomic review of the eastern Nearctic species complex Pterostichus (Haplocoelus) adoxus (Coleoptera: Carabidae). Quaestiones Entomologicae 9:35-40.","Perrault, G. G. 1973. A taxonomic review of the eastern Nearctic species complex Pterostichus (Haplocoelus) adoxus (Coleoptera: Carabidae). Quaestiones Entomologicae 9:35-40.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Powell, R., R. Conant, and J.T. Collins. 2016. Peterson Field Guide to Reptiles and Amphibians of Eastern and Central North America. 4th Ed. Houghton Mifflin Company, New York, NY.","Powell, R., R. Conant, and J.T. Collins. 2016. Peterson Field Guide to Reptiles and Amphibians of Eastern and Central North America. 4th Ed. Houghton Mifflin Company, New York, NY.",2016-01-01T00:00:00Z,NA
bet.identificationReferences,"Purrington, F., and C. J. Drake. 2005. A key to adult Nearctic Pasimachus (Pasimachus) Bonelli (Coleoptera: Carabidae: Scaritini), with comments on their functional mouthpart morphology. Entomological News 116:253-262.","Purrington, F., and C. J. Drake. 2005. A key to adult Nearctic Pasimachus (Pasimachus) Bonelli (Coleoptera: Carabidae: Scaritini), with comments on their functional mouthpart morphology. Entomological News 116:253-262.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Putzeys, J. A. A. H. 1867. Revision generale des clivinides.  Annales de la Societe Entomologique de Belgique 10:1-242.","Putzeys, J. A. A. H. 1867. Revision generale des clivinides.  Annales de la Societe Entomologique de Belgique 10:1-242.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Putzeys, J. A. A. H. 1878. Description des Selenophorus de l'Amerique. Stettiner Entomologische Zeitung 39:1-73.","Putzeys, J. A. A. H. 1878. Description des Selenophorus de l'Amerique. Stettiner Entomologische Zeitung 39:1-73.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Reichardt, H. 1967. A monographic revision of the American Galeritini (Coleoptera, Carabidae). Arq. Aool. S. Paolo 15:1-176.","Reichardt, H. 1967. A monographic revision of the American Galeritini (Coleoptera, Carabidae). Arq. Aool. S. Paolo 15:1-176.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Rivero, J. A. 1998. Los anfibios y reptiles de Puerto Rico (The amphibians and reptiles of Puerto Rico, rev. 2nd ed). San Juan, Puerto Rico: Editorial de la Universidad de Puerto Rico","Rivero, J. A. 1998. Los anfibios y reptiles de Puerto Rico (The amphibians and reptiles of Puerto Rico, rev. 2nd ed). San Juan, Puerto Rico: Editorial de la Universidad de Puerto Rico",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Rivero, J. A. 2006. Guia para la identificacion de Lagartos y Culebras de Puerto Rico. San Juan, Puerto Rico: Editorial de la Universidad de Puerto Rico","Rivero, J. A. 2006. Guia para la identificacion de Lagartos y Culebras de Puerto Rico. San Juan, Puerto Rico: Editorial de la Universidad de Puerto Rico",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Sadek, L. S. 1971. A systematic study of the genus Abacidus (Coleoptera: Carabidae: Pterostichini).","Sadek, L. S. 1971. A systematic study of the genus Abacidus (Coleoptera: Carabidae: Pterostichini).",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Schaeffer, C. F. A. 1910. Additions to the Carabidae of North America with notes on species already known: Science Bulletin of the Museum of the Brooklyn Institute of Arts and Sciences, 1(17): 391-405","Schaeffer, C. F. A. 1910. Additions to the Carabidae of North America with notes on species already known: Science Bulletin of the Museum of the Brooklyn Institute of Arts and Sciences, 1(17): 391-405",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Schmidly, D. J. 2004. The Mammals of Texas. Revised Ed. University of Texas Press, Austin, TX.","Schmidly, D. J. 2004. The Mammals of Texas. Revised Ed. University of Texas Press, Austin, TX.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Seabloom, R. W., J. W. Hoganson, and W. F. Jensen. 2011. The mammals of North Dakota. Institute for Regional Studies, NDSU, Fargo, N.D.","Seabloom, R. W., J. W. Hoganson, and W. F. Jensen. 2011. The mammals of North Dakota. Institute for Regional Studies, NDSU, Fargo, N.D.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Shpeley, D. 1986. Genera of the subtribe Metallicina and classification recontructed phylogeny and geographical history of the species of Euproctinus Leng and Mutchler (Coleoptera: Carabidae: Lebiini). Quaestiones Entomologicae 22:261-349.","Shpeley, D. 1986. Genera of the subtribe Metallicina and classification recontructed phylogeny and geographical history of the species of Euproctinus Leng and Mutchler (Coleoptera: Carabidae: Lebiini). Quaestiones Entomologicae 22:261-349.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Shpeley, D., and G. E. Ball. 1993. Entomological society of ontario. Proceedings of the Entomoligical Society of Ontario 124:3-182.","Shpeley, D., and G. E. Ball. 1993. Entomological society of ontario. Proceedings of the Entomoligical Society of Ontario 124:3-182.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Shpeley, D., and G. E. Ball. 1999. The Cymindis vaporariorum complex in North America: taxonomic and zoogeographical aspects (Coleoptera Carabidae Lebiini). Pages 417-428 in A. Zamotajlov and R. Sciaky, editors. Advances in Carabidology. MUISO Publishers.","Shpeley, D., and G. E. Ball. 1999. The Cymindis vaporariorum complex in North America: taxonomic and zoogeographical aspects (Coleoptera Carabidae Lebiini). Pages 417-428 in A. Zamotajlov and R. Sciaky, editors. Advances in Carabidology. MUISO Publishers.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Shpeley, D., and G. E. Ball. 2008. Taxonomic review of the Neotropical Tetragonoderus quadriguttatus assemblage with description of T. deuvei, new species, and new West Indian and Nearctic locality records.  Insecta Mundi 50:1-16.","Shpeley, D., and G. E. Ball. 2008. Taxonomic review of the Neotropical Tetragonoderus quadriguttatus assemblage with description of T. deuvei, new species, and new West Indian and Nearctic locality records.  Insecta Mundi 50:1-16.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Shpeley, D., W. Hunting and G.E. Ball. 2017. A taxonomic review of the Selenophori group (Coleoptera, Carabidae, Harpalini) in the West Indies, with descriptions of new species and notes about classification and biogeography. ZooKeys 690:1-195","Shpeley, D., W. Hunting and G.E. Ball. 2017. A taxonomic review of the Selenophori group (Coleoptera, Carabidae, Harpalini) in the West Indies, with descriptions of new species and notes about classification and biogeography. ZooKeys 690:1-195",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Sievert, G. and L. Sievert. 2011. A Field Guide to Oklahoma's Amphibians and Reptiles (3rd Edition). Oklahoma Dept. of Wildlife Conservation. OKC., OK. 211 p.","Sievert, G. and L. Sievert. 2011. A Field Guide to Oklahoma's Amphibians and Reptiles (3rd Edition). Oklahoma Dept. of Wildlife Conservation. OKC., OK. 211 p.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Sokolov, I.M., Carlton, C., and Cornell, J.F. 2004. Review of Anillinus, with descriptions of 17 new species and a key to soil and litter species (Coleoptera: Carabidae: Trechinae: Bembidiini). The Coleopterists Bulletin, 58(2):185-233.","Sokolov, I.M., Carlton, C., and Cornell, J.F. 2004. Review of Anillinus, with descriptions of 17 new species and a key to soil and litter species (Coleoptera: Carabidae: Trechinae: Bembidiini). The Coleopterists Bulletin, 58(2):185-233.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Sokolov, I.M., Sokolova, Y.Y., and Carlton, C.E. 2007. New species of Anillinus Casey (Carabidae: Trechinae: Bembidiini) from Great Smoky Mountains National Park, USA and phylogeography of the A. langdoni species group. Zootaxa 20:1-20.","Sokolov, I.M., Sokolova, Y.Y., and Carlton, C.E. 2007. New species of Anillinus Casey (Carabidae: Trechinae: Bembidiini) from Great Smoky Mountains National Park, USA and phylogeography of the A. langdoni species group. Zootaxa 20:1-20.",2017-01-01T00:00:00Z,NA
bet.identificationReferences,"Sproul, J.S. and D.R. Maddison. 2017. Cryptic species in the mountaintops: species delimitation and taxonomy of the Bembidion breve species group (Coleoptera:Carabidae) aided by genomic architecture of a century-old type specimen. Zool scripta 20:1-28","Sproul, J.S. and D.R. Maddison. 2017. Cryptic species in the mountaintops: species delimitation and taxonomy of the Bembidion breve species group (Coleoptera:Carabidae) aided by genomic architecture of a century-old type specimen. Zool scripta 20:1-28",2016-01-01T00:00:00Z,NA
bet.identificationReferences,"Stebbins, R. C. and R. T. Peterson. 2003. A Peterson Field Guide to Western Reptiles and Amphibians. 3rd Ed. Houghton Mifflin Company, New York, NY.","Stebbins, R. C. and R. T. Peterson. 2003. A Peterson Field Guide to Western Reptiles and Amphibians. 3rd Ed. Houghton Mifflin Company, New York, NY.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Tekiela, S. 2005. Mammals of Wisconsin Field Guide. Adventure Publications, Cambridge, MN.","Tekiela, S. 2005. Mammals of Wisconsin Field Guide. Adventure Publications, Cambridge, MN.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,Tennessee Watchable Wildlife http://www.tnwatchablewildlife.org/Amphibians.cfm,Tennessee Watchable Wildlife http://www.tnwatchablewildlife.org/Amphibians.cfm,2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Valdes, P. 2012. Notes about morphological features of the Western Hemisphere subtribe Ardistomina, and revision of genus Semiardistomis Kult (Coleoptera, Carabidae, Scaritinae, Clivinini). ZooKeys 210:19-67.","Valdes, P. 2012. Notes about morphological features of the Western Hemisphere subtribe Ardistomina, and revision of genus Semiardistomis Kult (Coleoptera, Carabidae, Scaritinae, Clivinini). ZooKeys 210:19-67.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Valentine, J. M. 1935. Speciation in Steniridia, a group of Cychrine beetles (Family Carabidae, genus Scaphinotus). Journal of the Mitchell Society:341-375.","Valentine, J. M. 1935. Speciation in Steniridia, a group of Cychrine beetles (Family Carabidae, genus Scaphinotus). Journal of the Mitchell Society:341-375.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Van Dyke, E. C. 1925. New species of Carabidae in the subfamily Harpalinae, chiefly from Western North America. Pan Pacific Entomologist:1-25.","Van Dyke, E. C. 1925. New species of Carabidae in the subfamily Harpalinae, chiefly from Western North America. Pan Pacific Entomologist:1-25.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Van Dyke, E. C. 1927. A new species of Micrixys (from Mexico). The Pan-Pacific Entomologist 4:93.","Van Dyke, E. C. 1927. A new species of Micrixys (from Mexico). The Pan-Pacific Entomologist 4:93.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Van Dyke, E. C. 1936. A review of the subgenus Nomaretus LeConte of the genus Scaphinotus Dejean (Coleoptera-Carabidae). Bulletin of the Brooklyn Entomological Society 31:37-43.","Van Dyke, E. C. 1936. A review of the subgenus Nomaretus LeConte of the genus Scaphinotus Dejean (Coleoptera-Carabidae). Bulletin of the Brooklyn Entomological Society 31:37-43.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Van Dyke, E. C. 1938. A review of the genus Scaphinotus, subgensu Scaphinotus Dejean (Coleoptera-Carabidae). Entomologica Americana 18:93-132.","Van Dyke, E. C. 1938. A review of the genus Scaphinotus, subgensu Scaphinotus Dejean (Coleoptera-Carabidae). Entomologica Americana 18:93-132.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Van Dyke, E. C. 1944. A review of the subgenera Stenocantharis Gistel and Neocychrus Roeschke of the gensu Scaphinotus Dejean (Coleoptera, Carabidae). Entomologica Americana 24:1-18.","Van Dyke, E. C. 1944. A review of the subgenera Stenocantharis Gistel and Neocychrus Roeschke of the gensu Scaphinotus Dejean (Coleoptera, Carabidae). Entomologica Americana 24:1-18.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Vaurie, P. 1955. A review of the North American genus Amblycheila (Coleoptera, Cicindelidae). American Museum Novitates:1-26.","Vaurie, P. 1955. A review of the North American genus Amblycheila (Coleoptera, Cicindelidae). American Museum Novitates:1-26.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,Virginia Herpetological Society. https://virginiaherpetologicalsociety.com/index.html,Virginia Herpetological Society. https://virginiaherpetologicalsociety.com/index.html,2012-01-01T00:00:00Z,NA
bet.identificationReferences,Teaching collection,Teaching collection,2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Weed, Aaron. Preliminary key to the Pasimachus (Coleoptera: Carabidae: Scaritini) of Florida. http://www.entnemdept.ufl.edu/choate/pasimachus_florida.pdf","Weed, Aaron. Preliminary key to the Pasimachus (Coleoptera: Carabidae: Scaritini) of Florida. http://www.entnemdept.ufl.edu/choate/pasimachus_florida.pdf",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Whitaker, J. O. National Audubon Society Field Guide to North American Mammals. Alfred A. Knopf, New York, NY.","Whitaker, J. O. National Audubon Society Field Guide to North American Mammals. Alfred A. Knopf, New York, NY.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Whitehead, D. R. 1966. A review of Halocoryza Alluaud with notes on its relationship to Schizogenius Putzeys (Coleoptera: Carabidae). Psyche 73:217-228.","Whitehead, D. R. 1966. A review of Halocoryza Alluaud with notes on its relationship to Schizogenius Putzeys (Coleoptera: Carabidae). Psyche 73:217-228.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Whitehead, D. R. 1972. Classification, phylogeny, and zoogeography of Schizogenius Putzeys (Coleoptera: Carabidae: Scaritini). Quaestiones Entomologicae 8:131-348.","Whitehead, D. R. 1972. Classification, phylogeny, and zoogeography of Schizogenius Putzeys (Coleoptera: Carabidae: Scaritini). Quaestiones Entomologicae 8:131-348.",2012-01-01T00:00:00Z,NA
